Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
120547.0,1.82257806081442,-0.298596756546803,-0.317499779297805,1.38975062498284,-0.541101502783404,-0.452225846684296,-0.27755498088694,-0.0412572347905534,0.896897771380855,0.134801473424259,-0.958985728713607,0.258236943349169,-0.217078636147746,0.102095133205071,0.506810107612883,0.322029502146597,-0.595599567903224,-0.236349133400634,-0.484290601886389,-0.148803748787919,-0.178501875218151,-0.550172881561243,0.332399874732073,-0.169008317112984,-0.424849777660048,-0.979357838558565,0.0421847856336749,-0.0154661436330718,72.0
74065.0,1.03492508049658,-0.262213487697037,-0.0420453781543615,0.480819311069049,-0.169570171755971,-0.391122505392865,0.234387070409094,-0.2698327605353,0.0053739882290163,-0.161252577129844,-0.862928926916859,0.679448470399425,1.77434383722589,-0.115828585951054,0.945800672498762,0.427908960210879,-0.779957338618405,-0.0023428236765909,-0.0269255826042861,0.331753567334969,0.184796214710789,0.336263576670099,-0.373745321556289,-0.342376522299947,0.646334457915112,0.654104690592366,-0.0570098025689143,0.0307159424631939,154.0
127607.0,-0.816181395377505,0.982867041430096,1.27030114217047,-0.14488858852768,0.53529978605957,-0.66781486023724,1.10880557525481,-0.374724378897988,-0.166326847631342,0.0519487975532354,-0.820888958956811,-0.66665086616049,-0.89726690496448,0.110510143276831,0.649509792576019,-0.689340258198043,0.0943018507308403,-0.580402302664695,1.23713794732455,0.15843041292494,-0.368801989040064,-0.811745785966175,-0.262555510697429,-0.0918428695445958,0.336912959734554,0.478698399730535,-0.190901114523766,-0.10786676255777,7.65
48500.0,-1.52005818235644,-4.62392212269693,-1.92996292822642,1.16692928058365,-1.18432777769115,0.379533961759453,2.10326671687431,-0.522933624782343,-0.0051404435391292,-0.937988833657026,-0.858822642923996,0.625228685076194,1.17366725980717,0.298583567643565,0.503977490792528,-0.191448642808864,0.0226002884472799,-0.738439151571395,-0.219033345055103,2.94409199534974,0.783979294069286,-0.849194091703728,-1.46427579393418,-0.575588606705319,0.0761271957005135,1.01277427665851,-0.350154835996317,0.238402995113284,1472.0
36121.0,-0.356048035527024,0.779927505156364,-0.0307443659196673,-1.21229422095769,2.46379034324773,3.36254506373529,0.11234086503027,0.937561330672662,-0.52069363090845,-0.248597101587327,-0.180062890377044,-0.24438996938258,-0.0543925966563899,0.290702863765871,1.04071846826883,0.526688116434658,-0.891022006028875,0.097411032748503,0.38737053395256,0.21533388000369,-0.282713770149384,-0.903707973205375,-0.0607839945584658,0.983506027446709,-0.0363303073275301,0.0864671369410674,0.267899886702754,0.114097221477959,0.89
89020.0,0.141576094306774,1.12334635034977,-0.392002875488369,-0.557691750613747,1.02937458014659,-0.784444615119909,1.08541453808141,-0.189023626098728,-0.255215048914639,-0.878851946345013,-0.479243871251298,0.600375438003867,1.37977675516322,-1.29048783302263,-0.387299710288479,0.275625451257562,0.278700514505547,-0.373887703416446,-0.230038223876884,0.117897819990892,-0.324721392703482,-0.727536858978769,0.087479147659293,0.595887355511336,-0.369419460906303,0.108965591101667,0.229581721962804,0.0874050625537971,8.07
53642.0,-2.44380831650906,-0.554112183398163,1.6078093171146,-0.858163815708732,-0.0130972613871225,0.178315594061605,-0.475974769637458,0.770665494006654,0.500764431380414,-0.852490499198664,0.564144146024921,1.36209284180427,0.352223874894622,-0.397093640922405,-1.39768365975633,0.234933263588444,-0.140756641600436,-0.437153202349528,-0.0907679201909797,-0.34093679590355,-0.178332441648137,-0.0840156197158573,0.360266298131061,-0.227346219630772,0.0059580429051182,0.834899501194307,0.0411062066790131,0.019760233194681,48.94
34135.0,1.10928724675238,-0.562425422397824,1.07090301024867,0.298159879099531,-1.29971294897451,-0.380437944113698,-0.61985410060429,0.0719065736600114,1.28281820269039,-0.460343331139868,-0.886812224229194,0.284791167000355,-0.567812816863618,-0.433728627869296,-0.235724135517064,-0.0876068905572732,0.17793333010536,-0.560981168645024,0.452387203832067,-0.0057479000415782,-0.208311049191795,-0.485572603664234,0.0407715120241121,0.459970682143683,0.0983198899924661,0.938356059211744,-0.0472839196589645,0.022408116326487,61.18
125895.0,1.96956424087193,-0.131196520557207,-2.12659837793476,0.297613920008084,0.503420252204151,-0.638261490544767,0.168467711208156,-0.207125698578834,1.10346487030767,-0.925484995613788,-1.34954928237932,-0.105328784292055,-0.0877754934439229,-1.61004870694778,0.0275699160505233,0.28393166970988,0.877972616779085,0.354030189545135,0.406997384604276,-0.0415106761615729,-0.282662052476918,-0.67341210976089,0.0104797123065906,-1.19133562533607,0.0345837391983145,-0.0264017634842185,-0.0151312963747502,-0.0191075397463814,69.32
163045.0,-2.51143259680119,0.74993743890554,-1.51519876061229,-0.425967754253479,2.17830793897501,3.70565797417226,-1.17852311139558,1.74690802231796,-1.55384168084915,-0.181388528565123,-0.0350384098546795,-0.541379871917593,0.160371138467752,-1.67919056577116,1.21011848063345,-0.971646462383051,1.97539294197487,2.43685880803437,-0.562748211890368,-0.59481659886479,-0.396308631315442,-0.871736378382446,-0.422075189120958,0.485201203114655,0.548025074049565,-0.390180692584702,-0.509096216662812,0.234582837202187,29.0
134236.0,1.72010231366688,-1.69253602805295,-1.14935392368061,-1.10838730379619,-0.115402251600751,1.78797505463242,-1.05498811356876,0.538238191318839,-0.0377095005998301,0.608968554824461,0.771799676654385,0.216977506710625,-0.252130704019848,-0.182166075962703,-0.246442877854675,0.5078482371343,0.708948407936612,-2.36807121108385,0.355693360588662,0.233413856703289,-0.0336141443429046,-0.380448408562681,0.305333729098488,-0.983309948696577,-0.688495428741646,-0.507823475614177,0.0149732640705612,-0.0354916708042739,178.38
39314.0,-3.54563529137896,-1.99359518394937,1.506600540471,-0.681088309438507,-1.18638426907554,-1.0309451201291,-0.977315219186622,0.51368629080911,-0.386257511391633,-0.287456033194875,-0.853003096521009,-0.120947246654251,0.11128601889315,-0.657724975389869,-1.09234510065238,1.11849542881106,0.794856024185279,-1.56299240787193,0.305440015777598,-0.311186064280779,0.0580670755975531,0.0357375873426174,-1.12077838727139,0.837193920250681,0.133120168499092,-0.44110272035237,-0.477967566406345,-0.597229208830632,96.0
63906.0,-1.22025391327258,0.38840702583575,0.525529828178838,-3.68872932157872,0.0952847705439989,-1.60374607952802,0.491328693762313,0.254715681180688,1.44682967097081,-2.59300278581462,-1.06207354138381,1.2344207392034,0.639581668771383,0.119616929456651,-0.0819123125452151,-0.492499484399008,-0.508079377805934,-0.169527214832601,-0.0452899337188828,-0.0782087063565168,-0.0905985098087634,-0.204422093597493,-0.244800777787286,-0.128782777267461,0.429732882183498,-1.19899032018368,0.259538981969829,0.0640573768712671,6.05
136743.0,-0.769077767265276,0.271566741915167,0.86892184052708,-1.65331435277021,0.0226462434849557,-1.04526443819878,0.378628323119179,-0.130130215959504,-1.11235648940974,-0.403982389182358,-0.224795833648214,-0.725325755398487,0.445817259448194,-1.77141828761482,-0.0607173822060026,1.35359993627744,1.20196709555091,-1.40765238210704,0.54350117498224,0.291743342012807,-0.38688997451266,-1.16797822108274,-0.0591426294767493,-0.16341022105493,0.424171652976121,-0.526080850967247,0.069631358326936,0.0589788590964846,55.0
